"","ID","RegistrationNumber","BusinessTitle","IdLegislativePeriod","IdSession","Subject","SessionName"
"35",10311,6571,"Voranschlag 2012",49,4901,"11.196 Internationale Organisationen","Wintersession 2011"
"36",10312,6572,"Voranschlag 2012",49,4901,"11.196 Internationale Organisationen","Wintersession 2011"
"37",10313,6573,"Voranschlag 2012",49,4901,"EDA - Direktion für Entwicklung und Zusammenarbeit
A2310.0287 Bestimmte Aktionen der Entwicklungszusammenarbeit","Wintersession 2011"
"38",10314,6574,"Voranschlag 2012",49,4901,"EDA - Direktion für Entwicklung und Zusammenarbeit
A2310.0288 Multilaterale Entwicklunszusammenarbeit","Wintersession 2011"
"39",10315,6575,"Voranschlag 2012",49,4901,"EDA - Direktion für Entwicklung und Zusammenarbeit
A2310.0295 Osthilfe","Wintersession 2011"
"40",10316,6576,"Voranschlag 2012",49,4901,"EDI - Büro für die Gleichstellung von Mann und Frau
A2115.0001 Beratungsaufwand","Wintersession 2011"
"41",10317,6577,"Voranschlag 2012",49,4901,"EDI - Bundesamt für Kultur
A2310.0493 Filmkultur","Wintersession 2011"
"42",10318,6578,"Voranschlag 2012",49,4901,"EDI - Bundesamt für Gesundheit
A2111.0101 Präventionsmassnahmen","Wintersession 2011"
"43",10319,6579,"Voranschlag 2012",49,4901,"EDI - Bundesamt für Gesundheit
A2111.0101 Präventionsmassnahmen","Wintersession 2011"
"44",10320,6580,"Voranschlag 2012",49,4901,"EJPD - Bundesamt für Migration 
A2310.0166 Asylsuchende:Verwaltungsaufwand und Sozialhilfe Kantone","Wintersession 2011"
"45",10322,6582,"Voranschlag 2012",49,4901,"EJPD - Bundesamt für Migration
A2310.0167 Flüchtlinge: Sozialhilfe-, Betreuungs- und Verwaltungskosten","Wintersession 2011"
"46",10323,6583,"Voranschlag 2012",49,4901,"Finanzdepartement
E1400.0105 Gewinnablieferung SNB","Wintersession 2011"
"47",10324,6584,"Voranschlag 2012",49,4901,"Finanzdepartement: Eidg. Personalamt
A2101.0148 Kredit für besondere Personalkategorien","Wintersession 2011"
"48",10325,6585,"Voranschlag 2012",49,4901,"EVD - Generalsekretariat EVD
A2100.0001 Personalbezüge und Arbeitgeberbeiträge","Wintersession 2011"
"49",10326,6586,"Voranschlag 2012",49,4901,"EVD - Preisüberwachung
A2100.0002 Personalbezüge und Arbeitgeberbeiträge","Wintersession 2011"
"50",10327,6587,"Voranschlag 2012",49,4901,"EVD - Büro für Konsumentenfragen
A2115.0003 Beratungsaufwand","Wintersession 2011"
"51",10328,6588,"Voranschlag 2012",49,4901,"EVD - Wettbewerbskommission
A2100.0001 Personalbezüge und Arbeigeberbeiträge","Wintersession 2011"
"52",10329,6589,"Voranschlag 2012",49,4901,"EVD - Staatssekretariat für Wirtschaft
A2310.0378 Worl Economic Forum","Wintersession 2011"
"53",10330,6590,"Voranschlag 2012",49,4901,"EVD - Bundesgesetz über die in die Schweiz entsandten Arbeitnehmer","Wintersession 2011"
"54",10331,6591,"Voranschlag 2012",49,4901,"EVD - Staatssekretariat für Wirtschaft
A2310.0365 Exportförderung","Wintersession 2011"
"55",10332,6592,"Voranschlag 2012",49,4901,"EVD - Bundesamt für Landwirtschaft
A2310.0146 Zulagen Milchwirtschaft","Wintersession 2011"
"56",10333,6593,"Voranschlag 2012",49,4901,"EVD - Bundesamt für Landwirtschaft
A2310.0149 Allgemeine Direktzahlungen Landwirtschaft","Wintersession 2011"
"57",10334,6594,"Voranschlag 2012",49,4901,"EVD - Bundesamt für Wohnungswesen
A4200.0102 Förderung von gemeinnützigen Bauträgern","Wintersession 2011"
"58",10335,6595,"Voranschlag 2012",49,4901,"UVEK - Bundesamt für Energie 
A211.0146 Programme, Energie und Abwärmenutzung","Wintersession 2011"
"59",10336,6596,"Voranschlag 2012",49,4901,"Gesamtabstimmung","Wintersession 2011"
"60",10337,6597,"Voranschlag 2012",49,4901,"Art. 7 (Ausgabenbremse)","Wintersession 2011"
"61",10338,6598,"Voranschlag 2012",49,4901,"Art. 8 (Ausgabenbremse)","Wintersession 2011"
"62",10340,6600,"Voranschlag 2012",49,4901,"Gesamtabstimmung","Wintersession 2011"
"63",10341,6601,"Voranschlag 2012",49,4901,"Gesamtabstimmung","Wintersession 2011"
"64",10342,6602,"Voranschlag 2012",49,4901,"Gesamtabstimmung","Wintersession 2011"
"65",10343,6603,"Voranschlag 2012",49,4901,"Gesamtabstimmung","Wintersession 2011"
"66",10344,6604,"Voranschlag 2011. Nachtrag IIb",49,4901,"Gesamtabstimmung","Wintersession 2011"
"67",10347,6607,"jugend + musik. Volksinitiative",49,4901,"Art. 67a","Wintersession 2011"
"68",10348,6608,"jugend + musik. Volksinitiative",49,4901,"Art. 2","Wintersession 2011"
"69",10349,6609,"jugend + musik. Volksinitiative",49,4901,"Gesamtabstimmung","Wintersession 2011"
"70",10350,6610,"Transparente Finanzierung der sozialen Grundversicherung",49,4901,"","Wintersession 2011"
"71",10351,6611,"Einführung von Fiskalregeln bei der AHV und bei der IV",49,4901,"","Wintersession 2011"
"72",10353,6613,"Neue Spitalfinanzierung. Wirkungsanalyse erweitern",49,4901,"","Wintersession 2011"
"73",10354,6614,"Filmgesetz. Entscheide über Finanzhilfen und andere Formen der Unterstützung",49,4901,"","Wintersession 2011"
"74",10357,6617,"Für familienfreundlichere Taxis",49,4901,"","Wintersession 2011"
"75",10358,6618,"Krankenkassen. Prämienfreiheit für Kinder",49,4901,"","Wintersession 2011"
"76",10359,6619,"Ausserparlamentarische Kommissionen. Bessere Vertretung des politischen Spektrums",49,4901,"","Wintersession 2011"
"77",10361,6621,"Erhalt des Viehexportes aus der Schweiz",49,4901,"Art. 53 (Ausgabenbremse)","Wintersession 2011"
"78",10362,6622,"Erhalt des Viehexportes aus der Schweiz",49,4901,"Gesamtabstimmung","Wintersession 2011"
"79",10364,6624,"Erhalt des Viehexportes aus der Schweiz",49,4901,"Eintreten","Wintersession 2011"
"80",10365,6625,"Erhalt des Viehexportes aus der Schweiz",49,4901,"Gesamtabstimmung","Wintersession 2011"
"81",10367,6627,"Verkehr mit Tieren und Pflanzen geschützter Arten. Bundesgesetz",49,4901,"Art. 4, Abs. 1","Wintersession 2011"
"82",10368,6628,"Verkehr mit Tieren und Pflanzen geschützter Arten. Bundesgesetz",49,4901,"Art. 8, Abs. 1, Bst. a","Wintersession 2011"
"83",10369,6629,"Verkehr mit Tieren und Pflanzen geschützter Arten. Bundesgesetz",49,4901,"Gesamtabstimmung","Wintersession 2011"
"84",10377,6637,"Tierseuchengesetz. Änderung",49,4901,"Art. 22","Wintersession 2011"
"85",10378,6638,"Tierseuchengesetz. Änderung",49,4901,"Art. 30","Wintersession 2011"
"86",10379,6639,"Tierseuchengesetz. Änderung",49,4901,"Art. 31a, Abs. 2","Wintersession 2011"
"87",10380,6640,"Tierseuchengesetz. Änderung",49,4901,"Art. 31a, Abs. 3","Wintersession 2011"
"88",10381,6641,"Tierseuchengesetz. Änderung",49,4901,"Art. 53b","Wintersession 2011"
"89",10382,6642,"Tierseuchengesetz. Änderung",49,4901,"Art. 57 (Ausgabenbremse)","Wintersession 2011"
"90",10383,6643,"Tierseuchengesetz. Änderung",49,4901,"Gesamtabstimmung","Wintersession 2011"
"91",10386,6646,"Freihandelsabkommen zwischen den EFTA-Staaten und Hong Kong. Genehmigung",49,4901,"Rückweisungsantrag","Wintersession 2011"
"92",10387,6647,"Freihandelsabkommen zwischen den EFTA-Staaten und Hong Kong. Genehmigung",49,4901,"Gesamtabstimmung","Wintersession 2011"
"93",10389,6649,"Sicherheit in Skigebieten",49,4901,"","Wintersession 2011"
"94",10390,6650,"Von der Alibimiliz zum Berufsparlament",49,4901,"","Wintersession 2011"
"95",10391,6651,"Kinderärztliche Vorsorgeuntersuchungen für alle Kinder im Vorschulalter",49,4901,"","Wintersession 2011"
"96",10392,6652,"Familienzulage für nichtberufstätige Mütter und Väter",49,4901,"","Wintersession 2011"
"97",10393,6653,"Bankkundengeheimnis",49,4901,"","Wintersession 2011"
"98",10394,6654,"Übergangsfinanzierung für die Dachverbände der Weiterbildung",49,4901,"","Wintersession 2011"
"99",10401,6661,"Immobilienbotschaft EFD 2011",49,4901,"Art. 1 Ausgabenbremse","Wintersession 2011"
"100",10403,6663,"Voranschlag 2012",49,4901,"EVD: Kontengruppen - Querschnittspositionen; Personalaufwand","Wintersession 2011"
"101",10404,6664,"Voranschlag 2012",49,4901,"EVD: Kontengruppen - Querschnittspositionen; Sach- und Betriebsaufwand; Beratunsaufwand","Wintersession 2011"
"102",10406,6666,"Voranschlag 2012",49,4901,"EVD: Kontengruppen - Querschnittspositionen; Sach- und Betriebsaufwand; Übriger Betriebsaufwand","Wintersession 2011"
"103",10408,6668,"Voranschlag 2012",49,4901,"EVD. Generalsekretariat EVD. Büro für Konsumentenfrage","Wintersession 2011"
"104",10409,6669,"Voranschlag 2012",49,4901,"EVD. Bundesamt für Landeswirtschaft; Erfolgsrechnung","Wintersession 2011"
"105",10410,6670,"Immobilienbotschaft EFD 2011",49,4901,"Art. 1 Einzelantrag van Singer","Wintersession 2011"
"106",10412,6672,"Übereinkommen über die Bekämpfung des Menschenhandels und Bundesgesetz über den ausserprozessualen Zeugenschutz",49,4901,"Gesamtabstimmung","Wintersession 2011"
"107",10413,6673,"Übereinkommen über die Bekämpfung des Menschenhandels und Bundesgesetz über den ausserprozessualen Zeugenschutz",49,4901,"Eintreten","Wintersession 2011"
"108",10414,6674,"Adoption ab dem zurückgelegten 30. Lebensjahr",49,4901,"Abgeänderte Motion","Wintersession 2011"
"109",10416,6676,"Integrationsrahmengesetz",49,4901,"Mo. SPK-N","Wintersession 2011"
"110",10417,6677,"Pflichten und Rechte von rechtsberatend oder forensisch tätigen Angestellten. Gleichstellung mit freiberuflichen Anwältinnen und Anwälten. Abschreibung",49,4901,"Abschreibungsantrag des Bundesrates (Mo. 07.3281)","Wintersession 2011"
"111",10418,6678,"Abschaffung von bedingten Geldstrafen und Wiedereinführung von Freiheitsstrafen unter sechs Monaten",49,4901,"Motion Luginbühl","Wintersession 2011"
"112",10419,6679,"Rechtsschutz in ausserordentlichen Lagen",49,4901,"Motion SPK-N","Wintersession 2011"
"113",10420,6680,"Verfassungskonforme Frauenvertretung an den eidgenössischen Gerichten",49,4901,"Pa. Iv. Fraktion S","Wintersession 2011"
"114",10440,6700,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Eintreten","Wintersession 2011"
"115",10441,6701,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 6a, Abs. 1","Wintersession 2011"
"116",10442,6702,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 6a, Abs. 3","Wintersession 2011"
"117",10443,6703,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 9, Abs. 1","Wintersession 2011"
"118",10444,6704,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 15c, Abs. 3","Wintersession 2011"
"119",10445,6705,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 15c","Wintersession 2011"
"120",10446,6706,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 15d, Abs. 2","Wintersession 2011"
"121",10447,6707,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 16c, Abs. 2, Bst. abis","Wintersession 2011"
"122",10449,6709,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 16c, Abs. 2, Bst. ater","Wintersession 2011"
"123",10450,6710,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 19, Abs. 1","Wintersession 2011"
"124",10451,6711,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 31, Abs. 2bis","Wintersession 2011"
"125",10452,6712,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 31, Abs. 2ter","Wintersession 2011"
"126",10453,6713,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 32 Abs. 4","Wintersession 2011"
"127",10454,6714,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 46","Wintersession 2011"
"128",10455,6715,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 46","Wintersession 2011"
"129",10456,6716,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 55 Abs. 3","Wintersession 2011"
"130",10459,6719,"Für ein gesundes Klima. Volksinitiative. CO2-Gesetz. Revision",49,4901,"Art. 34 und 43bis","Wintersession 2011"
"131",10460,6720,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 55 Abs. 6 und 6bis (gilt auch für Art. 1, 2 und 3 der Vorlage 2)","Wintersession 2011"
"132",10461,6721,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 90 Abs. 2bis und 2ter","Wintersession 2011"
"133",10462,6722,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 90a","Wintersession 2011"
"134",10463,6723,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 98a Abs. 4","Wintersession 2011"
"135",10464,6724,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 98a (ganzer Artikel)","Wintersession 2011"
"136",10465,6725,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 103a","Wintersession 2011"
"137",10466,6726,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 103a","Wintersession 2011"
"138",10467,6727,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Gesamtabstimmung","Wintersession 2011"
"139",10469,6729,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Gesamtabstimmung","Wintersession 2011"
"140",10470,6730,"Richterverordnung. Überprüfung des Lohnsystems für Richterinnen und Richter",49,4901,"Art. 10 Abs. 1","Wintersession 2011"
"141",10471,6731,"Richterverordnung. Überprüfung des Lohnsystems für Richterinnen und Richter",49,4901,"Gesamtabstimmung","Wintersession 2011"
"142",10472,6732,"Richterverordnung. Überprüfung des Lohnsystems für Richterinnen und Richter",49,4901,"Gesamtabstimmung","Wintersession 2011"
"143",10473,6733,"Übereinkommen über Streumunition. Kriegsmaterialgesetz. Änderung",49,4901,"Ordnungsantrag Hurter Thomas (Geschäft 11.036 von der Tagesordnung aussetzen)","Wintersession 2011"
"144",10474,6734,"Massnahmen zur besseren Vereinbarkeit von Volksinitiativen mit den Grundrechten",49,4901,"Motion SPK-N","Wintersession 2011"
"145",10475,6735,"Massnahme zur besseren Vereinbarkeit von Volksinitiativen mit den Grundrechten",49,4901,"Mo. SR","Wintersession 2011"
"146",10476,6736,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Ordnungsantrag Müri
(Abstimmung über Art. 32 Abs. 4 wiederholen)","Wintersession 2011"
"147",10477,6737,"Via sicura. Mehr Sicherheit im Strassenverkehr",49,4901,"Art. 32 Abs. 4","Wintersession 2011"
"148",10488,6748,"Übereinkommen über Streumunition. Kriegsmaterialgesetz. Änderung",49,4901,"Eintreten (gilt für Vorlage 1 und 2)","Wintersession 2011"
"149",10489,6749,"Übereinkommen über Streumunition. Kriegsmaterialgesetz. Änderung",49,4901,"Rückweisungsantrag (gilt für Vorlage 1 und 2)","Wintersession 2011"
"150",10490,6750,"Voranschlag 2012",49,4901,"Bundesamt für Landwirtschaft
A2310.0149 Allgemeine Direktzahlungen Landwirtschaft","Wintersession 2011"
"151",10491,6751,"Voranschlag 2012",49,4901,"Büro für Konsumentenfragen
A2115.0003 Beratungsaufwand","Wintersession 2011"
"152",10492,6752,"Vereinfachung der Mehrwertsteuer",49,4901,"Rückweisungsantrag","Wintersession 2011"
"153",10493,6753,"Mehrwertsteuergesetz. Artikel 89 Absatz 5 ersatzlos streichen",49,4901,"","Wintersession 2011"
"154",10494,6754,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Eintreten (gilt für die Bundesbeschlüsse 1 bis 9)","Wintersession 2011"
"155",10495,6755,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Art. 2, Bst a (gilt für die Bundesbeschlüsse 1 bis 9)","Wintersession 2011"
"156",10496,6756,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Art. 2, Bst. abis (gilt für die Bundesbeschlüsse 1 bis 9)","Wintersession 2011"
"157",10497,6757,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"158",10498,6758,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"159",10499,6759,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"160",10500,6760,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"161",10501,6761,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"162",10502,6762,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"163",10503,6763,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"164",10504,6764,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"165",10505,6765,"Doppelbesteuerung. Ergänzung zu verschiedenen Abkommen",49,4901,"Gesamtabstimmung","Wintersession 2011"
"166",10506,6766,"Billag. Einsparungen zugunsten der Gebührenzahler",49,4901,"","Wintersession 2011"
"167",10507,6767,"Stärkung privater Anbieter im Medienbereich",49,4901,"","Wintersession 2011"
"168",10508,6768,"Währungsabkommen mit China abschliessen. Exporteure vom US-Dollar unabhängig machen",49,4901,"","Wintersession 2011"
"169",10509,6769,"Rasche Umsetzung einer Unternehmenssteuerreform III zur Kompensation von Wettbewerbsnachteilen aufgrund des starken Frankens",49,4901,"","Wintersession 2011"
"170",10510,6770,"Nicht ausbezahlte 67 Millionen Franken Gebührengelder zurück an die Gebührenzahler",49,4901,"","Wintersession 2011"
"171",10511,6771,"Befristete Verlängerung der Bezugsdauer der Kurzarbeitsentschädigung",49,4901,"","Wintersession 2011"
"172",10512,6772,"Bundesaufträge an Schweizer Firmen, die den Gesamtarbeitsvertrag respektieren",49,4901,"","Wintersession 2011"
"173",10513,6773,"Frankenstärke. Unterstützung für grenznahes Gewerbe",49,4901,"","Wintersession 2011"
"174",10514,6774,"Schweizerfranken schützen. Währungspolitisches Instrumentarium ausbauen",49,4901,"","Wintersession 2011"
"175",10515,6775,"Grossbanken ohne Investment-Banking-Risiko",49,4901,"","Wintersession 2011"
"176",10516,6776,"Kompetenz zum Erlass von Negativzinsen",49,4901,"","Wintersession 2011"
"177",10517,6777,"Befristete Befreiung der Beherbergungsleistungen von der Mehrwertsteuer",49,4901,"","Wintersession 2011"
"178",10518,6778,"Zweites Massnahmenpaket zur Frankenstärke. Absatzförderung der Schweizer Weine verstärken",49,4901,"","Wintersession 2011"
"179",10519,6779,"Überbrückungsmassnahmen für den Tourismus. Befristete Befreiung von der Mehrwertsteuerpflicht",49,4901,"","Wintersession 2011"
"180",10520,6780,"Temporäre Sistierung der LSVA für einheimische Urproduktionsunternehmen",49,4901,"","Wintersession 2011"
"181",10521,6781,"Darlehen auch für Hotelleriebetriebe in den Städten",49,4901,"","Wintersession 2011"
"182",10522,6782,"Kartellgesetzrevision gegen unzulässige Preisdifferenzierungen",49,4901,"","Wintersession 2011"
"183",10523,6783,"Kartellgesetzrevision mit Stärkung der Rechte der Konsumentenorganisationen",49,4901,"","Wintersession 2011"
"184",10524,6784,"Wirkungsvolle Massnahme gegen überteuerte Importprodukte",49,4901,"","Wintersession 2011"
"185",10525,6785,"Fonds zum Erhalt der exportorientierten Arbeitsplätze",49,4901,"","Wintersession 2011"
"186",10526,6786,"Senkung der LSVA zur Stärkung der Wirtschaft und der Konsumenten",49,4901,"","Wintersession 2011"
"187",10527,6787,"Grenzgängerinnen und Grenzgänger und starker Franken. Folgen und Begleitmassnahmen",49,4901,"","Wintersession 2011"
"188",10528,6788,"Banken. Verbot des Eigenhandels",49,4901,"","Wintersession 2011"
"189",10529,6789,"Verbot von wettbewerbsbehindernden Abreden",49,4901,"","Wintersession 2011"
"190",10531,6791,"Temporäre Einführung eines dualen Wechselkurssystems",49,4901,"","Wintersession 2011"
"191",10532,6792,"Europäische Finanztransaktionssteuer",49,4901,"","Wintersession 2011"
"192",10533,6793,"Pauschaler Abzug pro beschäftigter Person vom steuerbaren Einkommen für in der Schweiz tätige Unternehmen",49,4901,"","Wintersession 2011"
"193",10534,6794,"Steuerbefreiung der Einkünfte aus der Einspeisevergütung für den privaten Stromkonsum",49,4901,"","Wintersession 2011"
"194",10535,6795,"Befreiung der elektronischen Zigaretten von der Tabaksteuer",49,4901,"","Wintersession 2011"
"195",10536,6796,"Abschaffung der ""Steuerpolizei"" des Bundes",49,4901,"","Wintersession 2011"
"196",10537,6797,"Kompetenzverteilung im Steuerrecht",49,4901,"","Wintersession 2011"
"197",10538,6798,"Keine Haftungsbegrenzung für die Finma",49,4901,"","Wintersession 2011"
"198",10539,6799,"Finma. Kosten der Untersuchungen der Untersuchungsbeauftragten",49,4901,"","Wintersession 2011"
"199",10541,6801,"Schutz vor Passivrauchen. Volksinitiative",49,4901,"Art. 2","Wintersession 2011"
"200",10544,6804,"Bundesgesetz über Massnahmen zur Wahrung der inneren Sicherheit. Änderung",49,4901,"Schlussabstimmung","Wintersession 2011"
"201",10545,6805,"Stärkung der Hausarztmedizin",49,4901,"Schlussabstimmung","Wintersession 2011"
"202",10546,6806,"OR. Aktien- und Rechnungslegungsrecht",49,4901,"Schlussabstimmung","Wintersession 2011"
"203",10547,6807,"Bauen ausserhalb der Bauzone",49,4901,"Schlussabstimmung","Wintersession 2011"
"204",10548,6808,"Für ein gesundes Klima. Volksinitiative. CO2-Gesetz. Revision",49,4901,"Schlussabstimmung","Wintersession 2011"
"205",10549,6809,"Keine Ausweitung der obligatorischen Auskunftspflicht bei statistischen Erhebungen des Bundes",49,4901,"Schlussabstimmung","Wintersession 2011"
"206",10550,6810,"Für die Stärkung der Volksrechte in der Aussenpolitik (Staatsverträge vors Volk!). Volksinitiative",49,4901,"Schlussabstimmung","Wintersession 2011"
"207",10551,6811,"Übereinkommen über die Bekämpfung des Menschenhandels und Bundesgesetz über den ausserprozessualen Zeugenschutz",49,4901,"Schlussabstimmung","Wintersession 2011"
"208",10552,6812,"Keine unnötige Bürokratie im Bereich der Stromnetze",49,4901,"Schlussabstimmung","Wintersession 2011"
