"","ident","Successes","anwesend","valid","Sucess_share","enthaltung","Name","PersonNumber","ParlGroupName"
"17","Balthasar Glättli_Grüne Fraktion",2119,4151,4083,0.510479402553602,68,"Balthasar Glättli",4093,"Grüne Fraktion"
"18","Barbara Gysi_Sozialdemokratische Fraktion",2058,4029,3942,0.510796723752792,87,"Barbara Gysi",4121,"Sozialdemokratische Fraktion"
"19","Barbara Keller-Inhelder_Fraktion der Schweizerischen Volkspartei",2694,4187,4165,0.643420109863864,22,"Barbara Keller-Inhelder",4165,"Fraktion der Schweizerischen Volkspartei"
"20","Barbara Schmid-Federer_CVP-Fraktion",2079,2756,2588,0.754354136429608,168,"Barbara Schmid-Federer",3904,"CVP-Fraktion"
"21","Barbara Steinemann_Fraktion der Schweizerischen Volkspartei",2648,4139,4127,0.639768059917855,12,"Barbara Steinemann",4174,"Fraktion der Schweizerischen Volkspartei"
"22","Bastien Girod_Grüne Fraktion",2088,4026,3939,0.518628912071535,87,"Bastien Girod",3882,"Grüne Fraktion"
"23","Bea Heim_Sozialdemokratische Fraktion",2046,4045,3866,0.505809641532757,179,"Bea Heim",1156,"Sozialdemokratische Fraktion"
"24","Beat Arnold_Fraktion der Schweizerischen Volkspartei",2199,3339,3303,0.658580413297394,36,"Beat Arnold",4155,"Fraktion der Schweizerischen Volkspartei"
"25","Beat Flach_Grünliberale Fraktion",2925,4088,4034,0.715508806262231,54,"Beat Flach",4059,"Grünliberale Fraktion"
"26","Beat Jans_Sozialdemokratische Fraktion",2118,4084,4008,0.518609206660137,76,"Beat Jans",4032,"Sozialdemokratische Fraktion"
"27","Beat Walti_FDP-Liberale Fraktion",3413,4007,3959,0.851759421013227,48,"Beat Walti",4142,"FDP-Liberale Fraktion"
"28","Benjamin Roduit_CVP-Fraktion",1378,1654,1629,0.833131801692866,25,"Benjamin Roduit",4220,"CVP-Fraktion"
"29","Benoît Genecand_FDP-Liberale Fraktion",3123,3878,3754,0.805312016503352,124,"Benoît Genecand",4191,"FDP-Liberale Fraktion"
"30","Bernhard Guhl_Fraktion BD",3379,4116,4026,0.820942662779397,90,"Bernhard Guhl",4082,"Fraktion BD"
"31","Brigitte Crottaz_Sozialdemokratische Fraktion",807,1640,1615,0.492073170731707,25,"Brigitte Crottaz",4219,"Sozialdemokratische Fraktion"
"32","Bruno Pezzatti_FDP-Liberale Fraktion",3316,4012,3889,0.826520438683948,123,"Bruno Pezzatti",4084,"FDP-Liberale Fraktion"
"33","Bruno Walliser_Fraktion der Schweizerischen Volkspartei",2579,4014,3971,0.642501245640259,43,"Bruno Walliser",4177,"Fraktion der Schweizerischen Volkspartei"
"34","Carlo Sommaruga_Sozialdemokratische Fraktion",2063,4012,3928,0.514207377866401,84,"Carlo Sommaruga",1120,"Sozialdemokratische Fraktion"
"35","Cédric Wermuth_Sozialdemokratische Fraktion",1877,3682,3614,0.509777294948398,68,"Cédric Wermuth",4057,"Sozialdemokratische Fraktion"
"36","Céline Amaudruz_Fraktion der Schweizerischen Volkspartei",2629,4018,3949,0.6543056246889,69,"Céline Amaudruz",4090,"Fraktion der Schweizerischen Volkspartei"
"37","Cesla Amarelle_Sozialdemokratische Fraktion",854,1617,1581,0.528138528138528,36,"Cesla Amarelle",4107,"Sozialdemokratische Fraktion"
"38","Chantal Galladé_Sozialdemokratische Fraktion",1639,3101,3061,0.528539180909384,40,"Chantal Galladé",1125,"Sozialdemokratische Fraktion"
"39","Christa Markwalder_FDP-Liberale Fraktion",2533,2992,2936,0.846590909090909,56,"Christa Markwalder",1139,"FDP-Liberale Fraktion"
"40","Christian Imark_Fraktion der Schweizerischen Volkspartei",2671,4142,4094,0.644857556735876,48,"Christian Imark",4164,"Fraktion der Schweizerischen Volkspartei"
"41","Christian Lohr_CVP-Fraktion",3231,3843,3789,0.840749414519906,54,"Christian Lohr",4118,"CVP-Fraktion"
"42","Christian Lüscher_FDP-Liberale Fraktion",3398,3938,3829,0.862874555611986,109,"Christian Lüscher",3895,"FDP-Liberale Fraktion"
"43","Christian Wasserfallen_FDP-Liberale Fraktion",3186,3917,3831,0.813377584886393,86,"Christian Wasserfallen",3912,"FDP-Liberale Fraktion"
"44","Christine Bulliard-Marbach_CVP-Fraktion",3269,3939,3895,0.82990606752983,44,"Christine Bulliard-Marbach",4101,"CVP-Fraktion"
"45","Christine Häsler_Grüne Fraktion",1434,2688,2638,0.533482142857143,50,"Christine Häsler",4149,"Grüne Fraktion"
"46","Christoph Eymann_FDP-Liberale Fraktion",3351,3867,3814,0.866563227307991,53,"Christoph Eymann",74,"FDP-Liberale Fraktion"
"47","Claude Béglé_CVP-Fraktion",3329,4041,3877,0.823805988616679,164,"Claude Béglé",4182,"CVP-Fraktion"
"48","Claudia Friedl_Sozialdemokratische Fraktion",2144,4169,4089,0.514272007675702,80,"Claudia Friedl",4131,"Sozialdemokratische Fraktion"
"49","Claudio Zanetti_Fraktion der Schweizerischen Volkspartei",2684,4178,4169,0.642412637625658,9,"Claudio Zanetti",4178,"Fraktion der Schweizerischen Volkspartei"
"50","Corina Eichenberger-Walther_FDP-Liberale Fraktion",3380,3926,3875,0.860927152317881,51,"Corina Eichenberger-Walther",3875,"FDP-Liberale Fraktion"
"51","Corrado Pardini_Sozialdemokratische Fraktion",2037,3903,3840,0.521906225980015,63,"Corrado Pardini",4045,"Sozialdemokratische Fraktion"
"52","Daniel Brélaz_Grüne Fraktion",1988,3818,3727,0.520691461498167,91,"Daniel Brélaz",724,"Grüne Fraktion"
"53","Daniel Fässler_CVP-Fraktion",2873,3510,3341,0.818518518518519,169,"Daniel Fässler",4056,"CVP-Fraktion"
"54","Daniel Frei_Grünliberale Fraktion",142,196,192,0.724489795918367,4,"Daniel Frei",4227,"Grünliberale Fraktion"
"55","Daniel Frei_Sozialdemokratische Fraktion",231,462,456,0.5,6,"Daniel Frei",4227,"Sozialdemokratische Fraktion"
"56","Daniel Jositsch_Sozialdemokratische Fraktion",42,76,75,0.552631578947368,1,"Daniel Jositsch",3891,"Sozialdemokratische Fraktion"
"57","Daniela Schneeberger_FDP-Liberale Fraktion",3491,4165,4129,0.838175270108043,36,"Daniela Schneeberger",4060,"FDP-Liberale Fraktion"
"58","David Zuberbühler_Fraktion der Schweizerischen Volkspartei",2693,4182,4162,0.643950263032042,20,"David Zuberbühler",4179,"Fraktion der Schweizerischen Volkspartei"
"59","Denis de la Reussille_Grüne Fraktion",2112,4071,3995,0.518791451731761,76,"Denis de la Reussille",4201,"Grüne Fraktion"
"60","Diana Gutjahr_Fraktion der Schweizerischen Volkspartei",1325,1947,1937,0.680534155110426,10,"Diana Gutjahr",4216,"Fraktion der Schweizerischen Volkspartei"
"61","Dominique de Buman_CVP-Fraktion",2301,2914,2787,0.789636238846946,127,"Dominique de Buman",1124,"CVP-Fraktion"
"62","Doris Fiala_FDP-Liberale Fraktion",2824,3354,3259,0.841979725700656,95,"Doris Fiala",3877,"FDP-Liberale Fraktion"
"63","Duri Campell_Fraktion BD",3392,4059,4049,0.835673811283567,10,"Duri Campell",4200,"Fraktion BD"
"64","Edith Graf-Litscher_Sozialdemokratische Fraktion",2195,4128,4064,0.531734496124031,64,"Edith Graf-Litscher",1295,"Sozialdemokratische Fraktion"
"65","Elisabeth Schneider-Schneiter_CVP-Fraktion",3154,3668,3583,0.859869138495093,85,"Elisabeth Schneider-Schneiter",4040,"CVP-Fraktion"
"66","Eric Nussbaumer_Sozialdemokratische Fraktion",2045,3938,3853,0.519299136617572,85,"Eric Nussbaumer",3899,"Sozialdemokratische Fraktion"
"67","Erich Hess_Fraktion der Schweizerischen Volkspartei",2486,4088,4079,0.60812133072407,9,"Erich Hess",4163,"Fraktion der Schweizerischen Volkspartei"
"68","Erich von Siebenthal_Fraktion der Schweizerischen Volkspartei",2674,4014,3948,0.666168410563029,66,"Erich von Siebenthal",3910,"Fraktion der Schweizerischen Volkspartei"
"69","Evi Allemann_Sozialdemokratische Fraktion",1448,2732,2688,0.530014641288433,44,"Evi Allemann",1131,"Sozialdemokratische Fraktion"
"70","Fabian Molina_Sozialdemokratische Fraktion",694,1381,1359,0.502534395365677,22,"Fabian Molina",4223,"Sozialdemokratische Fraktion"
"71","Fabio Regazzi_CVP-Fraktion",3407,4169,4008,0.817222355480931,161,"Fabio Regazzi",4072,"CVP-Fraktion"
"72","Fathi Derder_FDP-Liberale Fraktion",3304,3835,3761,0.861538461538462,74,"Fathi Derder",4079,"FDP-Liberale Fraktion"
"73","Felix Müri_Fraktion der Schweizerischen Volkspartei",2681,4102,4080,0.65358361774744,22,"Felix Müri",1111,"Fraktion der Schweizerischen Volkspartei"
"74","Flavia Wasserfallen_Sozialdemokratische Fraktion",707,1384,1360,0.510838150289017,24,"Flavia Wasserfallen",4224,"Sozialdemokratische Fraktion"
"75","Franz Grüter_Fraktion der Schweizerischen Volkspartei",2582,4077,4061,0.633308805494236,16,"Franz Grüter",4162,"Fraktion der Schweizerischen Volkspartei"
"76","Franz Ruppen_Fraktion der Schweizerischen Volkspartei",2729,4146,4097,0.658224794983116,49,"Franz Ruppen",4170,"Fraktion der Schweizerischen Volkspartei"
"77","Frédéric Borloz_FDP-Liberale Fraktion",3001,3452,3393,0.869351100811124,59,"Frédéric Borloz",4188,"FDP-Liberale Fraktion"
"78","Géraldine Marchand-Balet_CVP-Fraktion",3347,4030,3985,0.830521091811414,45,"Géraldine Marchand-Balet",4183,"CVP-Fraktion"
"79","Gerhard Pfister_CVP-Fraktion",2830,3441,3336,0.822435338564371,105,"Gerhard Pfister",1109,"CVP-Fraktion"
"80","Giovanni Merlini_FDP-Liberale Fraktion",2857,3319,3210,0.860801446218741,109,"Giovanni Merlini",4140,"FDP-Liberale Fraktion"
"81","Gregor Rutz_Fraktion der Schweizerischen Volkspartei",2572,4093,4047,0.628389934033716,46,"Gregor Rutz",4125,"Fraktion der Schweizerischen Volkspartei"
"82","Guillaume Barazzone_CVP-Fraktion",3029,3681,3535,0.822874218962239,146,"Guillaume Barazzone",4138,"CVP-Fraktion"
"83","Guy Parmelin_Fraktion der Schweizerischen Volkspartei",64,91,89,0.703296703296703,2,"Guy Parmelin",1108,"Fraktion der Schweizerischen Volkspartei"
"84","Hans-Peter Portmann_FDP-Liberale Fraktion",3140,3820,3798,0.821989528795812,22,"Hans-Peter Portmann",4141,"FDP-Liberale Fraktion"
"85","Hans-Ueli Vogt_Fraktion der Schweizerischen Volkspartei",2499,3929,3830,0.636039704759481,99,"Hans-Ueli Vogt",4176,"Fraktion der Schweizerischen Volkspartei"
"86","Hans-Ulrich Bigler_FDP-Liberale Fraktion",3144,3902,3870,0.805740645822655,32,"Hans-Ulrich Bigler",4209,"FDP-Liberale Fraktion"
"87","Hans Egloff_Fraktion der Schweizerischen Volkspartei",2539,3911,3863,0.64919457939146,48,"Hans Egloff",4110,"Fraktion der Schweizerischen Volkspartei"
"88","Hans Grunder_Fraktion BD",2707,3245,3180,0.834206471494607,65,"Hans Grunder",3886,"Fraktion BD"
"89","Hansjörg Brunner_FDP-Liberale Fraktion",1658,1940,1936,0.854639175257732,4,"Hansjörg Brunner",4215,"FDP-Liberale Fraktion"
"90","Hansjörg Knecht_Fraktion der Schweizerischen Volkspartei",2588,3975,3959,0.651069182389937,16,"Hansjörg Knecht",4114,"Fraktion der Schweizerischen Volkspartei"
"91","Hansjörg Walter_Fraktion der Schweizerischen Volkspartei",1416,2183,2157,0.648648648648649,26,"Hansjörg Walter",519,"Fraktion der Schweizerischen Volkspartei"
"92","Heinz Brand_Fraktion der Schweizerischen Volkspartei",2594,3991,3929,0.649962415434728,62,"Heinz Brand",4067,"Fraktion der Schweizerischen Volkspartei"
"93","Heinz Siegenthaler_Fraktion BD",1695,2077,2066,0.816080885893115,11,"Heinz Siegenthaler",4146,"Fraktion BD"
"94","Hermann Hess_FDP-Liberale Fraktion",1558,1898,1895,0.82086406743941,3,"Hermann Hess",4192,"FDP-Liberale Fraktion"
"95","Hugues Hiltpold_FDP-Liberale Fraktion",3569,4062,4026,0.87863121614968,36,"Hugues Hiltpold",3888,"FDP-Liberale Fraktion"
"96","Ida Glanzmann-Hunkeler_CVP-Fraktion",3253,3836,3796,0.848018769551616,40,"Ida Glanzmann-Hunkeler",1337,"CVP-Fraktion"
"97","Ignazio Cassis_FDP-Liberale Fraktion",1778,2047,2019,0.868588177821202,28,"Ignazio Cassis",3828,"FDP-Liberale Fraktion"
"98","Irène Kälin_Grüne Fraktion",838,1731,1704,0.484113229347198,27,"Irène Kälin",4218,"Grüne Fraktion"
"99","Isabelle Chevalley_Grünliberale Fraktion",2879,3935,3883,0.731639135959339,52,"Isabelle Chevalley",4108,"Grünliberale Fraktion"
"100","Isabelle Moret_FDP-Liberale Fraktion",3052,3574,3471,0.853945159485171,103,"Isabelle Moret",1346,"FDP-Liberale Fraktion"
"101","Jacqueline Badran_Sozialdemokratische Fraktion",1935,3720,3615,0.520161290322581,105,"Jacqueline Badran",4058,"Sozialdemokratische Fraktion"
"102","Jacques-André Maire_Sozialdemokratische Fraktion",2147,4087,3992,0.525324198678737,95,"Jacques-André Maire",4018,"Sozialdemokratische Fraktion"
"103","Jacques Bourgeois_FDP-Liberale Fraktion",3637,4110,4034,0.884914841849148,76,"Jacques Bourgeois",3872,"FDP-Liberale Fraktion"
"104","Jacques Nicolet_Fraktion der Schweizerischen Volkspartei",2691,4027,3984,0.668239384156941,43,"Jacques Nicolet",4168,"Fraktion der Schweizerischen Volkspartei"
"105","Jakob Büchler_CVP-Fraktion",2097,2553,2486,0.8213866039953,67,"Jakob Büchler",1104,"CVP-Fraktion"
"106","Jean-François Rime_Fraktion der Schweizerischen Volkspartei",2433,3732,3686,0.651929260450161,46,"Jean-François Rime",1119,"Fraktion der Schweizerischen Volkspartei"
"107","Jean-François Steiert_Sozialdemokratische Fraktion",605,1144,1103,0.528846153846154,41,"Jean-François Steiert",3865,"Sozialdemokratische Fraktion"
"108","Jean-Luc Addor_Fraktion der Schweizerischen Volkspartei",2700,4117,4070,0.655817342725285,47,"Jean-Luc Addor",4154,"Fraktion der Schweizerischen Volkspartei"
"109","Jean-Paul Gschwind_CVP-Fraktion",3477,4171,4117,0.833613042435867,54,"Jean-Paul Gschwind",4087,"CVP-Fraktion"
"110","Jean-Pierre Grin_Fraktion der Schweizerischen Volkspartei",2697,4022,3944,0.670561909497762,78,"Jean-Pierre Grin",3885,"Fraktion der Schweizerischen Volkspartei"
"111","Jean Christophe Schwaab_Sozialdemokratische Fraktion",1267,2387,2345,0.530791788856305,42,"Jean Christophe Schwaab",4115,"Sozialdemokratische Fraktion"
"112","Jonas Fricker_Grüne Fraktion",1143,2113,2073,0.540937056318031,40,"Jonas Fricker",4185,"Grüne Fraktion"
"113","Jürg Grossen_Grünliberale Fraktion",2887,3973,3951,0.726654920714825,22,"Jürg Grossen",4083,"Grünliberale Fraktion"
"114","Jürg Stahl_Fraktion der Schweizerischen Volkspartei",1676,2480,2445,0.675806451612903,35,"Jürg Stahl",514,"Fraktion der Schweizerischen Volkspartei"
"115","Karl Vogler_CVP-Fraktion",3485,4180,4052,0.833732057416268,128,"Karl Vogler",4085,"CVP-Fraktion"
"116","Kathrin Bertschy_Grünliberale Fraktion",2554,3631,3591,0.703387496557422,40,"Kathrin Bertschy",4102,"Grünliberale Fraktion"
"117","Kathy Riklin_CVP-Fraktion",3209,3943,3853,0.813847324372305,90,"Kathy Riklin",502,"CVP-Fraktion"
"118","Kurt Fluri_FDP-Liberale Fraktion",3085,3651,3629,0.84497397973158,22,"Kurt Fluri",1122,"FDP-Liberale Fraktion"
"119","Laurence Fehlmann Rielle_Sozialdemokratische Fraktion",2141,4130,4059,0.518401937046005,71,"Laurence Fehlmann Rielle",4195,"Sozialdemokratische Fraktion"
"120","Laurent Wehrli_FDP-Liberale Fraktion",3560,4028,3963,0.883813306852036,65,"Laurent Wehrli",4194,"FDP-Liberale Fraktion"
"121","Leo Müller_CVP-Fraktion",3281,3879,3827,0.845836555813354,52,"Leo Müller",4097,"CVP-Fraktion"
"122","Lisa Mazzone_Grüne Fraktion",1954,3911,3828,0.499616466376886,83,"Lisa Mazzone",4186,"Grüne Fraktion"
"123","Lorenz Hess_Fraktion BD",3103,3668,3630,0.845965103598691,38,"Lorenz Hess",4094,"Fraktion BD"
"124","Lorenzo Quadri_Fraktion der Schweizerischen Volkspartei",2563,3950,3876,0.648860759493671,74,"Lorenzo Quadri",4046,"Fraktion der Schweizerischen Volkspartei"
"125","Louis Schelbert_Grüne Fraktion",1376,2618,2539,0.52559205500382,79,"Louis Schelbert",1318,"Grüne Fraktion"
"126","Lukas Reimann_Fraktion der Schweizerischen Volkspartei",2382,3889,3876,0.61249678580612,13,"Lukas Reimann",3901,"Fraktion der Schweizerischen Volkspartei"
"127","Luzi Stamm_Fraktion der Schweizerischen Volkspartei",2368,3736,3667,0.633832976445396,69,"Luzi Stamm",214,"Fraktion der Schweizerischen Volkspartei"
"128","Magdalena Martullo-Blocher_Fraktion der Schweizerischen Volkspartei",2620,4052,4009,0.646594274432379,43,"Magdalena Martullo-Blocher",4167,"Fraktion der Schweizerischen Volkspartei"
"129","Maja Ingold_CVP-Fraktion",1413,2066,1988,0.683930300096805,78,"Maja Ingold",4031,"CVP-Fraktion"
"130","Manfred Bühler_Fraktion der Schweizerischen Volkspartei",2694,4009,3990,0.671988026939386,19,"Manfred Bühler",4157,"Fraktion der Schweizerischen Volkspartei"
"131","Manuel Tornare_Sozialdemokratische Fraktion",1975,3770,3714,0.523872679045093,56,"Manuel Tornare",4113,"Sozialdemokratische Fraktion"
"132","Marcel Dettling_Fraktion der Schweizerischen Volkspartei",2576,4108,4094,0.627069133398247,14,"Marcel Dettling",4160,"Fraktion der Schweizerischen Volkspartei"
"133","Marcel Dobler_FDP-Liberale Fraktion",3495,4161,4150,0.839942321557318,11,"Marcel Dobler",4190,"FDP-Liberale Fraktion"
"134","Marco Chiesa_Fraktion der Schweizerischen Volkspartei",2694,4053,4020,0.664692820133235,33,"Marco Chiesa",4159,"Fraktion der Schweizerischen Volkspartei"
"135","Marco Romano_CVP-Fraktion",3390,4090,4035,0.828850855745721,55,"Marco Romano",4120,"CVP-Fraktion"
"136","Margret Kiener Nellen_Sozialdemokratische Fraktion",2039,4020,3945,0.507213930348259,75,"Margret Kiener Nellen",1147,"Sozialdemokratische Fraktion"
"137","Marianne Streiff-Feller_CVP-Fraktion",2765,4157,4029,0.665143132066394,128,"Marianne Streiff-Feller",4036,"CVP-Fraktion"
"138","Marina Carobbio Guscetti_Sozialdemokratische Fraktion",1675,3226,3130,0.519218846869188,96,"Marina Carobbio Guscetti",3830,"Sozialdemokratische Fraktion"
"139","Markus Hausammann_Fraktion der Schweizerischen Volkspartei",2669,4068,3970,0.656096361848574,98,"Markus Hausammann",4103,"Fraktion der Schweizerischen Volkspartei"
"140","Markus Ritter_CVP-Fraktion",3373,4075,3964,0.827730061349693,111,"Markus Ritter",4052,"CVP-Fraktion"
"141","Martin Bäumle_Grünliberale Fraktion",2332,3270,3220,0.713149847094801,50,"Martin Bäumle",1138,"Grünliberale Fraktion"
"142","Martin Candinas_CVP-Fraktion",3338,4023,3963,0.829729057916977,60,"Martin Candinas",4070,"CVP-Fraktion"
"143","Martin Haab_Fraktion der Schweizerischen Volkspartei",172,230,230,0.747826086956522,0,"Martin Haab",4236,"Fraktion der Schweizerischen Volkspartei"
"144","Martin Landolt_Fraktion BD",3121,3813,3739,0.818515604510884,74,"Martin Landolt",4008,"Fraktion BD"
"145","Martin Naef_Sozialdemokratische Fraktion",2107,4103,4003,0.513526687789422,100,"Martin Naef",4106,"Sozialdemokratische Fraktion"
"146","Martina Munz_Sozialdemokratische Fraktion",2129,4116,4048,0.517249757045675,68,"Martina Munz",4134,"Sozialdemokratische Fraktion"
"147","Mathias Reynard_Sozialdemokratische Fraktion",2109,4096,3997,0.514892578125,99,"Mathias Reynard",4091,"Sozialdemokratische Fraktion"
"148","Mattea Meyer_Sozialdemokratische Fraktion",1924,3727,3650,0.516232895089885,77,"Mattea Meyer",4198,"Sozialdemokratische Fraktion"
"149","Matthias Aebischer_Sozialdemokratische Fraktion",2134,4046,4002,0.52743450321305,44,"Matthias Aebischer",4049,"Sozialdemokratische Fraktion"
"150","Matthias Samuel Jauslin_FDP-Liberale Fraktion",3541,4187,4186,0.845712920945785,1,"Matthias Samuel Jauslin",4208,"FDP-Liberale Fraktion"
"151","Mauro Tuena_Fraktion der Schweizerischen Volkspartei",2674,4152,4133,0.64402697495183,19,"Mauro Tuena",4175,"Fraktion der Schweizerischen Volkspartei"
"152","Maximilian Reimann_Fraktion der Schweizerischen Volkspartei",2566,4019,3952,0.638467280418014,67,"Maximilian Reimann",173,"Fraktion der Schweizerischen Volkspartei"
"153","Maya Graf_Grüne Fraktion",2143,4144,4056,0.517133204633205,88,"Maya Graf",806,"Grüne Fraktion"
"154","Michaël Buffat_Fraktion der Schweizerischen Volkspartei",2593,4058,4042,0.638984721537703,16,"Michaël Buffat",4156,"Fraktion der Schweizerischen Volkspartei"
"155","Michael Töngi_Grüne Fraktion",735,1509,1487,0.487077534791252,22,"Michael Töngi",4221,"Grüne Fraktion"
"156","Mike Egger_Fraktion der Schweizerischen Volkspartei",454,633,625,0.717219589257504,8,"Mike Egger",4229,"Fraktion der Schweizerischen Volkspartei"
"157","Min Li Marti_Sozialdemokratische Fraktion",2022,3852,3770,0.524922118380062,82,"Min Li Marti",4197,"Sozialdemokratische Fraktion"
"158","Nadine Masshardt_Sozialdemokratische Fraktion",2025,3874,3806,0.522715539494063,68,"Nadine Masshardt",4130,"Sozialdemokratische Fraktion"
"159","Nadja Pieren_Fraktion der Schweizerischen Volkspartei",2699,4175,4129,0.646467065868264,46,"Nadja Pieren",4065,"Fraktion der Schweizerischen Volkspartei"
"160","Natalie Rickli_Fraktion der Schweizerischen Volkspartei",2320,3622,3593,0.64053009387079,29,"Natalie Rickli",3902,"Fraktion der Schweizerischen Volkspartei"
"161","Nicolas Rochat Fernandez_Sozialdemokratische Fraktion",167,326,318,0.512269938650307,8,"Nicolas Rochat Fernandez",4232,"Sozialdemokratische Fraktion"
"162","Nicolo Paganini_CVP-Fraktion",1320,1509,1484,0.874751491053678,25,"Nicolo Paganini",4222,"CVP-Fraktion"
"163","Niklaus-Samuel Gugger_CVP-Fraktion",1250,1843,1809,0.678241996744438,34,"Niklaus-Samuel Gugger",4214,"CVP-Fraktion"
"164","Olivier Feller_FDP-Liberale Fraktion",3339,3882,3737,0.860123647604328,145,"Olivier Feller",4077,"FDP-Liberale Fraktion"
"165","Peter Keller_Fraktion der Schweizerischen Volkspartei",2646,4106,4004,0.644422795908427,102,"Peter Keller",4098,"Fraktion der Schweizerischen Volkspartei"
"166","Peter Schilliger_FDP-Liberale Fraktion",3228,3858,3844,0.836702954898911,14,"Peter Schilliger",4124,"FDP-Liberale Fraktion"
"167","Petra Gössi_FDP-Liberale Fraktion",3383,3958,3937,0.854724608388075,21,"Petra Gössi",4116,"FDP-Liberale Fraktion"
"168","Philipp Hadorn_Sozialdemokratische Fraktion",2142,4167,4083,0.514038876889849,84,"Philipp Hadorn",4076,"Sozialdemokratische Fraktion"
"169","Philipp Kutter_CVP-Fraktion",1029,1175,1161,0.875744680851064,14,"Philipp Kutter",4225,"CVP-Fraktion"
"170","Philipp Matthias Bregy_CVP-Fraktion",538,632,625,0.85126582278481,7,"Philipp Matthias Bregy",4230,"CVP-Fraktion"
"171","Philippe Bauer_FDP-Liberale Fraktion",3446,4165,4132,0.827370948379352,33,"Philippe Bauer",4187,"FDP-Liberale Fraktion"
"172","Philippe Nantermod_FDP-Liberale Fraktion",3294,4096,3920,0.80419921875,176,"Philippe Nantermod",4193,"FDP-Liberale Fraktion"
"173","Pierre-Alain Fridez_Sozialdemokratische Fraktion",2004,3810,3706,0.525984251968504,104,"Pierre-Alain Fridez",4074,"Sozialdemokratische Fraktion"
"174","Pierre-André Page_Fraktion der Schweizerischen Volkspartei",2746,4153,4133,0.661208764748375,20,"Pierre-André Page",4169,"Fraktion der Schweizerischen Volkspartei"
"175","Pirmin Schwander_Fraktion der Schweizerischen Volkspartei",2548,4166,4155,0.611617858857417,11,"Pirmin Schwander",1159,"Fraktion der Schweizerischen Volkspartei"
"176","Prisca Birrer-Heimo_Sozialdemokratische Fraktion",2044,4013,3898,0.509344629952654,115,"Prisca Birrer-Heimo",4030,"Sozialdemokratische Fraktion"
"177","Priska Seiler Graf_Sozialdemokratische Fraktion",2157,4147,4063,0.520135037376417,84,"Priska Seiler Graf",4199,"Sozialdemokratische Fraktion"
"178","Raymond Clottu_Fraktion der Schweizerischen Volkspartei",2737,4126,4092,0.66335433834222,34,"Raymond Clottu",4135,"Fraktion der Schweizerischen Volkspartei"
"179","Rebecca Ana Ruiz_Sozialdemokratische Fraktion",1753,3415,3344,0.513323572474378,71,"Rebecca Ana Ruiz",4143,"Sozialdemokratische Fraktion"
"180","Regine Sauter_FDP-Liberale Fraktion",3406,3999,3958,0.851712928232058,41,"Regine Sauter",4202,"FDP-Liberale Fraktion"
